0	0.0003103349881712347
1	0.00025315469247289
2	0.00030921446159482
3	0.00029665566398762167
4	0.00024661998031660914
5	0.00019690845510922372
6	0.0002205640048487112
7	0.00018804328283295035
8	0.00019585034169722348
9	0.00019101604993920773
10	0.00013910038978792727
11	0.0001745853223837912
12	0.00018239858036395162
13	0.00019652408082038164
14	0.00020310677064117044
15	0.00018057689885608852
16	0.00015092920511960983
17	0.0001598497328814119
18	0.00015485862968489528
19	0.00015673997404519469
20	0.00015030414215289056
21	0.000157273025251925
22	0.00014038624067325145
23	0.0001152500553871505
24	0.00011685364734148607
25	0.00014499521057587117
26	0.00012259128561709076
27	0.0001256161485798657
28	0.00011340248602209613
29	0.00015506372437812388
30	0.00012580971815623343
31	0.00011259575694566593
