0	0.0003110054531134665
1	0.00025347096379846334
2	0.0003159303741995245
3	0.00030994732514955103
4	0.00026331632398068905
5	0.0002068718458758667
6	0.0002238504239358008
7	0.0001930391154019162
8	0.00020010258594993502
9	0.00019721052376553416
10	0.00014668467338196933
11	0.0001847716048359871
12	0.00019414084090385586
13	0.00021103011386003345
14	0.00021159472817089409
15	0.00020422313536982983
16	0.00017220833979081362
17	0.00018486038607079536
18	0.00017537454550620168
19	0.00017582277359906584
20	0.00014145414752420038
21	0.00016360232257284224
22	0.00016362775932066143
23	0.0001275719259865582
24	0.00012755143688991666
25	0.00018363975686952472
26	0.00014207915228325874
27	0.00013360477169044316
28	0.00012307568977121264
29	0.00015037543198559433
30	0.00012869395141024143
31	0.00011552552314242348
