0	0.0003087732766289264
1	0.0002591084339655936
2	0.00030992834945209324
3	0.00031275145011022687
4	0.0002588233910501003
5	0.00022057117894291878
6	0.00024522922467440367
7	0.00020212425442878157
8	0.00021062993619125336
9	0.0002107508189510554
10	0.00015365524450317025
11	0.00019645530846901238
12	0.00020556224626488984
13	0.00022677949164062738
14	0.00022584294492844492
15	0.00021911865042056888
16	0.00018874253146350384
17	0.0002042833366431296
18	0.0001914495078381151
19	0.0001977593929041177
20	0.00016947668336797506
21	0.00020021865202579647
22	0.00017601427680347115
23	0.000152837106725201
24	0.0001600757532287389
25	0.00019049896218348294
26	0.00015837202954571694
27	0.00016518674965482205
28	0.00016496673924848437
29	0.00019954197341576219
30	0.00017609682981856167
31	0.00014639079745393246
